authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,group,keywords,references.normative,status.draft,status.unknown,status.withdrawn,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,isbn,status.withdrawnDate,repo,relatedDocs,status.reaffirmDate,issn,releaseTag,status.latestVersion,status.state,status.stabilizedDate,status.withdrawnNotice,docElement,status.stage,status.supersededByr,xmlNamespace
undefined,NIST.SP.800-38A-Add,NIST SP 800-38A Addendum,Recommendation for Block Cipher Modes of Operation: Three Variants of Ciphertext Stealing for CBC Mode,Recommendation,NIST.SP.800-38A-Add,https://doi.org/10.6028/NIST.SP.800-38A-Add,2010-10-21,NIST,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-38a-add.pdf,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,800-38A,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-38F,NIST SP 800-38F,Recommendation for Block Cipher Modes of Operation: Methods for Key Wrapping,Recommendation,10.6028/NIST.SP.800-38F,https://csrc.nist.gov/pubs/sp/800/38/f/final,2012-12-01,NIST,undefined,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,800-38F,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-57p1r2007,NIST SP 800-57 Part 1 Revised,"Recommendation for Key Management, Part 1: General (Revised)",Recommendation,10.6028/NIST.SP.800-57p1r2007,https://doi.org/10.6028/NIST.SP.800-57p1r2007,2007-03-01,NIST,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-57p1r2007.pdf,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""NIST.SP.800-57pt1r5""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,true,undefined,undefined,undefined,undefined,800-57,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-57p2,NIST SP 800-57 Part 2,"Recommendation for Key Management, Part 2: Best Practices for Key Management Organization",Recommendation,10.6028/NIST.SP.800-57p2,https://doi.org/10.6028/NIST.SP.800-57p2,2005-08-01,NIST,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-57p2.pdf,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""NIST.SP.800-57pt2r1""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,true,undefined,undefined,undefined,undefined,800-57,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-57p3,NIST SP 800-57 Part 3,"Recommendation for Key Management, Part 3: Application-Specific Key Management Guidance",Recommendation,10.6028/NIST.SP.800-57p3,https://doi.org/10.6028/NIST.SP.800-57p3,2000-12-01,NIST,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-57p3.pdf,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""NIST.SP.800-57pt3r1""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,true,undefined,undefined,undefined,undefined,800-57,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-57pt1r5,NIST SP 800-57 Part 1 Rev. 5,Recommendation for Key Management: Part 1 – General,Recommendation,10.6028/NIST.SP.800-57pt1r5,https://doi.org/10.6028/NIST.SP.800-57pt1r5,2020-05-01,NIST,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt1r5.pdf,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,800-57,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-57pt2r1,NIST SP 800-57 Part 2 Rev. 1,Recommendation for Key Management: Part 2 – Best Practices for Key Management Organizations,Recommendation,10.6028/NIST.SP.800-57pt2r1,https://doi.org/10.6028/NIST.SP.800-57pt2r1,2019-05-01,NIST,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt2r1.pdf,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,800-57,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,NIST.SP.800-57pt3r1,NIST SP 800-57 Part 3 Rev. 1,"Recommendation for Key Management, Part 3: Application-Specific Key Management Guidance",Recommendation,10.6028/NIST.SP.800-57pt3r1,https://doi.org/10.6028/NIST.SP.800-57pt3r1,2015-01-01,NIST,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57Pt3r1.pdf,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,800-57,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,OMG.OCL.2012,OMG OCL:2012,Object Constraint Language v2.3.1,Specification,undefined,https://www.omg.org/spec/OCL/2.3.1/PDF,2012-01-01,OMG,undefined,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""OMG.OCL.2014""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,OMG.OCL.2014,OMG OCL:2014,Object Constraint Language v2.4,Specification,undefined,https://www.omg.org/spec/OCL/2.4/PDF,2014-02-01,OMG,undefined,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
