authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,group,keywords,references.normative,status.draft,status.unknown,status.withdrawn,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,isbn,status.withdrawnDate,repo,relatedDocs,status.reaffirmDate,issn,releaseTag,status.latestVersion,status.state,status.stabilizedDate,status.withdrawnNotice,docElement,status.stage,status.supersededByr,xmlNamespace
undefined,SMPTE.RDD18.2010,SMPTE RDD 18:2010,Acquisition Metadata Sets for Video Camera Parameters,Registered Disclosure Document,10.5594/SMPTE.RDD18.2010,https://doi.org/10.5594/SMPTE.RDD18.2010,2010-03-14,SMPTE,https://pub.smpte.org/doc/rdd18/20100314-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD18.2012""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2012-03-14,undefined,undefined,18,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20100314-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD18.2012,SMPTE RDD 18:2012,Acquisition Metadata Sets for Video Camera Parameters,Registered Disclosure Document,10.5594/SMPTE.RDD18.2012,https://doi.org/10.5594/SMPTE.RDD18.2012,2012-03-14,SMPTE,https://pub.smpte.org/doc/rdd18/20120314-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD18.2021""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2021-07-01,undefined,undefined,18,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20120314-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD18.2021,SMPTE RDD 18:2021,Acquisition Metadata Sets for Video Camera Parameters,Registered Disclosure Document,10.5594/SMPTE.RDD18.2021,https://doi.org/10.5594/SMPTE.RDD18.2021,2021-07-01,SMPTE,https://pub.smpte.org/doc/rdd18/20210701-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,18,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20210701-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD19.2011,SMPTE RDD 19:2011,Guidelines on the Use of Dolby® E with Video Signals at Frame Rates Greater than 30 Hz,Registered Disclosure Document,10.5594/SMPTE.RDD19.2011,https://doi.org/10.5594/SMPTE.RDD19.2011,2011-02-04,SMPTE,https://pub.smpte.org/doc/rdd19/20110204-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20110204-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD2.2007,SMPTE RDD 2:2007,Use of Logarithmic Non-Linear Transfer Characteristic for Transmission of Linear Signals through Limited-Bit-Depth Image Representations and Interfaces,Registered Disclosure Document,10.5594/SMPTE.RDD2.2007,https://doi.org/10.5594/SMPTE.RDD2.2007,2007-01-18,SMPTE,https://pub.smpte.org/doc/rdd2/20070118-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20070118-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD20.2010,SMPTE RDD 20:2010,Cinelink 2 Specification,Registered Disclosure Document,10.5594/SMPTE.RDD20.2010,https://doi.org/10.5594/SMPTE.RDD20.2010,2010-04-12,SMPTE,https://pub.smpte.org/doc/rdd20/20100412-pub/,true,undefined,undefined,"[""SMPTE.ST430-6.2008""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""Security"",""Operations""]","[""SMPTE.ST291.2006"",""SMPTE.ST292.2008"",""SMPTE.ST372.2009"",""NIST.FIPS.197""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,20,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20100412-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD22.2012,SMPTE RDD 22:2012,Film Transfer – 2048x1556 Image Container and Signal Interface,Registered Disclosure Document,10.5594/SMPTE.RDD22.2012,https://doi.org/10.5594/SMPTE.RDD22.2012,2012-03-12,SMPTE,https://pub.smpte.org/doc/rdd22/20120312-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,22,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20120312-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD24.2013,SMPTE RDD 24:2013,Specification of the FIMS Media SOA Framework,Registered Disclosure Document,10.5594/SMPTE.RDD24.2013,https://doi.org/10.5594/SMPTE.RDD24.2013,2013-11-07,SMPTE,https://pub.smpte.org/doc/rdd24/20131107-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,24,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20131107-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD25.2014,SMPTE RDD 25:2014,AVC MXF Proxies,Registered Disclosure Document,10.5594/SMPTE.RDD25.2014,https://doi.org/10.5594/SMPTE.RDD25.2014,2014-04-01,SMPTE,https://pub.smpte.org/doc/rdd25/20140401-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,25,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140401-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD26.2014,SMPTE RDD 26:2014,MXF OP-1b Specification for AVC with Chunk Audio,Registered Disclosure Document,10.5594/SMPTE.RDD26.2014,https://doi.org/10.5594/SMPTE.RDD26.2014,2014-05-09,SMPTE,https://pub.smpte.org/doc/rdd26/20140509-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD26.2015""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2015-05-06,undefined,undefined,26,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140509-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD26.2015,SMPTE RDD 26:2015,MXF OP-1b Specification for AVC with Chunk Audio,Registered Disclosure Document,10.5594/SMPTE.RDD26.2015,https://doi.org/10.5594/SMPTE.RDD26.2015,2015-05-06,SMPTE,https://pub.smpte.org/doc/rdd26/20150506-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,26,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20150506-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD28.2014,SMPTE RDD 28:2014,Dolby Atmos® Print Master File Specification,Registered Disclosure Document,10.5594/SMPTE.RDD28.2014,https://doi.org/10.5594/SMPTE.RDD28.2014,2014-06-15,SMPTE,https://pub.smpte.org/doc/rdd28/20140615-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""Immersive Audio"",""Sound""]","[""W3C.xml-names.20091208"",""W3C.xmlschema1.1-1.20120405"",""W3C.xmlschema1.1-2.20120405"",""W3C.xml.20081126"",""R-REC-BR.1352-2.2002""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,28,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140615-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD29.2014,SMPTE RDD 29:2014,Dolby Atmos® Bitstream Specification,Registered Disclosure Document,10.5594/SMPTE.RDD29.2014,https://doi.org/10.5594/SMPTE.RDD29.2014,2014-06-17,SMPTE,https://pub.smpte.org/doc/rdd29/20140617-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD29.2018""]",false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""Immersive Audio"",""Sound""]",null,undefined,undefined,undefined,undefined,2018-11-20,undefined,undefined,29,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140617-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD29.2018,SMPTE RDD 29:2018,Dolby Atmos® Bitstream Specification,Registered Disclosure Document,10.5594/SMPTE.RDD29.2018,https://doi.org/10.5594/SMPTE.RDD29.2018,2018-11-20,SMPTE,undefined,true,Error in year on release tag (should be 2019),undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,"[""DCinema"",""Immersive Audio"",""Sound""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,29,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20181120-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD3.2008,SMPTE RDD 3:2008,e-VTR MXF Interoperability Specification,Registered Disclosure Document,10.5594/SMPTE.RDD3.2008,https://doi.org/10.5594/SMPTE.RDD3.2008,2008-07-11,SMPTE,https://pub.smpte.org/doc/rdd3/20080711-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20080711-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD30.2014,SMPTE RDD 30:2014,ARRIRAW Image File Structure and Interpretation Supporting Deferred Demosaicing to a Logarithmic Encoding,Registered Disclosure Document,10.5594/SMPTE.RDD30.2014,https://doi.org/10.5594/SMPTE.RDD30.2014,2014-08-16,SMPTE,https://pub.smpte.org/doc/rdd30/20140816-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,30,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140816-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD31.2014,SMPTE RDD 31:2014,Deferred Demosaicing of an ARRIRAW Image File to a Wide-Gamut Logarithmic Encoding,Registered Disclosure Document,10.5594/SMPTE.RDD31.2014,https://doi.org/10.5594/SMPTE.RDD31.2014,2014-08-16,SMPTE,https://pub.smpte.org/doc/rdd31/20140816-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,31,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140816-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD32.2014,SMPTE RDD 32:2014,XAVCTM MXF Mapping and Operating Points,Registered Disclosure Document,10.5594/SMPTE.RDD32.2014,https://doi.org/10.5594/SMPTE.RDD32.2014,2014-11-24,SMPTE,https://pub.smpte.org/doc/rdd32/20141124-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD32.2017""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2017-08-30,undefined,undefined,32,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20141124-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD32.2017,SMPTE RDD 32:2017,XAVCTM MXF Mapping and Operating Points,Registered Disclosure Document,10.5594/SMPTE.RDD32.2017,https://doi.org/10.5594/SMPTE.RDD32.2017,2017-08-30,SMPTE,https://pub.smpte.org/doc/rdd32/20170830-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,32,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20170830-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD33.2015,SMPTE RDD 33:2015,Format for Non-PCM Audio and Data in AES3 — Dolby-E® Data Type,Registered Disclosure Document,10.5594/SMPTE.RDD33.2015,https://doi.org/10.5594/SMPTE.RDD33.2015,2015-03-27,SMPTE,https://pub.smpte.org/doc/rdd33/20150327-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,33,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20150327-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD34.2015,SMPTE RDD 34:2015,LLVC - Low Latency Video Codec for Network Transfer,Registered Disclosure Document,10.5594/SMPTE.RDD34.2015,https://doi.org/10.5594/SMPTE.RDD34.2015,2015-09-01,SMPTE,https://pub.smpte.org/doc/rdd34/20150901-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,34,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20150901-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD35.2016,SMPTE RDD 35:2016,TICO Lightweight Codec Used in IP Networked or in SDI Infrastructures,Registered Disclosure Document,10.5594/SMPTE.RDD35.2016,https://doi.org/10.5594/SMPTE.RDD35.2016,2016-03-24,SMPTE,https://pub.smpte.org/doc/rdd35/20160324-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,35,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160324-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD36.2015,SMPTE RDD 36:2015,Apple ProRes Bitstream Syntax and Decoding Process,Registered Disclosure Document,10.5594/SMPTE.RDD36.2015,https://doi.org/10.5594/SMPTE.RDD36.2015,2015-10-26,SMPTE,https://pub.smpte.org/doc/rdd36/20151026-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD36.2022""]",false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,2022-09-09,undefined,undefined,36,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20151026-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD36.2022,SMPTE RDD 36:2022,Apple ProRes Bitstream Syntax and Decoding Process,Registered Disclosure Document,10.5594/SMPTE.RDD36.2022,https://doi.org/10.5594/SMPTE.RDD36.2022,2022-09-09,SMPTE,https://pub.smpte.org/doc/rdd36/20220909-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-10e-tc,"[""Compression""]","[""IEEE.STD1180.1990"",""ISO.13818-2.2013"",""R-REC-BT.601-7.201103"",""R-REC-BT.709-6.201506"",""R-REC-BT.2020-2.201510"",""R-REC-BT.2100-2.201807"",""T-REC-H.264.202108"",""T-REC-H.273.202107"",""SMPTE.ST2084.2014""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,36,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20220909-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD37.2016,SMPTE RDD 37:2016,Uncompressed Video Transport Over MPEG-2 Transport Stream,Registered Disclosure Document,10.5594/SMPTE.RDD37.2016,https://doi.org/10.5594/SMPTE.RDD37.2016,2016-02-26,SMPTE,https://pub.smpte.org/doc/rdd37/20160226-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,37,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160226-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD38.2016,SMPTE RDD 38:2016,Networked Device Control Protocol - Message Data Structure and Method of Communication,Registered Disclosure Document,10.5594/SMPTE.RDD38.2016,https://doi.org/10.5594/SMPTE.RDD38.2016,2016-06-30,SMPTE,https://pub.smpte.org/doc/rdd38/20160630-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,38,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160630-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD39.2016,SMPTE RDD 39:2016,MXF OP-1a Interoperability Specification for AVC-ULTRA,Registered Disclosure Document,10.5594/SMPTE.RDD39.2016,https://doi.org/10.5594/SMPTE.RDD39.2016,2016-07-06,SMPTE,https://pub.smpte.org/doc/rdd39/20160706-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,39,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160706-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD4.2005,SMPTE RDD 4:2005,Pro-AV MIB-1 - A Professional Audio/Visual Product Simple Network Management Protocol Management Information Base,Registered Disclosure Document,10.5594/SMPTE.RDD4.2005,https://doi.org/10.5594/SMPTE.RDD4.2005,2005-06-14,SMPTE,https://pub.smpte.org/doc/rdd4/20050614-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20050614-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD40.2016,SMPTE RDD 40:2016,Essence-independent IP Live Networked Media Transport,Registered Disclosure Document,10.5594/SMPTE.RDD40.2016,https://doi.org/10.5594/SMPTE.RDD40.2016,2016-10-11,SMPTE,https://pub.smpte.org/doc/rdd40/20161011-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,40,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20161011-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD41.2016,SMPTE RDD 41:2016,MDA D-Cinema Application,Registered Disclosure Document,10.5594/SMPTE.RDD41.2016,https://doi.org/10.5594/SMPTE.RDD41.2016,2016-08-23,SMPTE,https://pub.smpte.org/doc/rdd41/20160823-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""Television"",""Audio"",""Sound"",""DCinema"",""Compression""]","[""SMPTE.ST428-12.2013""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,41,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160823-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD42.2016,SMPTE RDD 42:2016,MDA Program Specification,Registered Disclosure Document,10.5594/SMPTE.RDD42.2016,https://doi.org/10.5594/SMPTE.RDD42.2016,2016-08-23,SMPTE,https://pub.smpte.org/doc/rdd42/20160823-pub/,true,undefined,undefined,"[""JAES.v45-i6-456-466.199706""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""Television"",""Audio"",""Sound"",""DCinema"",""Compression""]","[""RFC3986"",""ISO.Dir-P2.2011"",""OMG.OCL.2012"",""OMG.UML.2011""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,42,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160823-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD43.2016,SMPTE RDD 43:2016,MDA Bitstream Specification,Registered Disclosure Document,10.5594/SMPTE.RDD43.2016,https://doi.org/10.5594/SMPTE.RDD43.2016,2016-08-23,SMPTE,https://pub.smpte.org/doc/rdd43/20160823-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""Television"",""Audio"",""Sound"",""DCinema"",""Compression""]","[""SMPTE.RDD42.2016"",""RFC3986"",""ISO.Dir-P2.2011"",""RFC3629""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,43,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160823-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD44.2017,SMPTE RDD 44:2017,Material Exchange Format — Mapping and Application of Apple ProRes,Registered Disclosure Document,10.5594/SMPTE.RDD44.2017,https://doi.org/10.5594/SMPTE.RDD44.2017,2017-04-04,SMPTE,https://pub.smpte.org/doc/rdd44/20170404-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD44.2017-11""]",false,undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,2022-06-01,undefined,undefined,44,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20170404-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD44.2017-11,SMPTE RDD 44:2017-11,Material Exchange Format — Mapping and Aplication of Apple ProRes,Registered Disclosure Document,10.5594/SMPTE.RDD44.2017-11,https://doi.org/10.5594/SMPTE.RDD44.2017-11,2017-11-29,SMPTE,https://my.smpte.org/s/product-details?id=a1BVR0000007Na0,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.RDD44.2022""]",undefined,undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,44,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD44.2022,SMPTE RDD 44:2022,Material Exchange Format — Mapping and Application of Apple ProRes,Registered Disclosure Document,10.5594/SMPTE.RDD44.2022,https://doi.org/10.5594/SMPTE.RDD44.2022,2022-06-01,SMPTE,https://pub.smpte.org/doc/rdd44/20220601-pub/,true,undefined,undefined,"[""SMPTE.RA.2021"",""SMPTE.EG377-3"",""R-REC-BT.601-7.201103"",""R-REC-BT.709-6.201506"",""R-REC-BT.2020-2.201510"",""R-REC-BT.2100-2.201807"",""SMPTE.ST2067-21"",""SMPTE.ST400""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-31fs-tc,"[""MXF"",""File Format"",""Label""]","[""SMPTE.ST377-1.2019"",""SMPTE.RDD36"",""SMPTE.ST379-2.2010"",""SMPTE.ST2049.2012"",""SMPTE.ST2067-5.2020""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,44,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20220601-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD45.2017,SMPTE RDD 45:2017,Interoperable Master Format – Application ProRes,Registered Disclosure Document,10.5594/SMPTE.RDD45.2017,https://doi.org/10.5594/SMPTE.RDD45.2017,2017-12-08,SMPTE,https://pub.smpte.org/doc/rdd45/20171208-pub/,false,undefined,undefined,"[""R-REC-BT.2100-1.201706""]",undefined,undefined,undefined,true,"[""SMPTE.RDD45.2022""]",false,undefined,undefined,smpte-35pm-tc,"[""IMF""]","[""SMPTE.RDD36.2015"",""SMPTE.RDD44.2017"",""SMPTE.ST2067-2.2016"",""SMPTE.ST2067-21.2016""]",undefined,undefined,undefined,undefined,2022-06-27,undefined,undefined,45,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20171208-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD45.2022,SMPTE RDD 45:2022,Interoperable Master Format – Application ProRes,Registered Disclosure Document,10.5594/SMPTE.RDD45.2022,https://doi.org/10.5594/SMPTE.RDD45.2022,2022-06-27,SMPTE,https://pub.smpte.org/doc/rdd45/20220627-pub/,true,undefined,undefined,"[""R-REC-BT.2100-1.201706""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-35pm-tc,"[""IMF"",""MXF"",""File Format"",""Label""]","[""SMPTE.RDD36.2022"",""SMPTE.RDD44.2022"",""SMPTE.ST2067-2.2020"",""SMPTE.ST2067-21.2020"",""SMPTE.ST2067-21.2020Am1.2020""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,45,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20220627-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD46.2019,SMPTE RDD 46:2019,SMPTE Timecode Extensions – Relationships to Higher Rates and Date-Time,Registered Disclosure Document,10.5594/SMPTE.RDD46.2019,https://doi.org/10.5594/SMPTE.RDD46.2019,2019-03-05,SMPTE,https://pub.smpte.org/doc/rdd46/20190305-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,46,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20190305-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD47.2018,SMPTE RDD 47:2018,Interoperable Master Format – Isochronous Stream of XML Documents (ISXD) Plugin,Registered Disclosure Document,10.5594/SMPTE.RDD47.2018,https://doi.org/10.5594/SMPTE.RDD47.2018,2018-10-12,SMPTE,https://pub.smpte.org/doc/rdd47/20181012-pub/,false,undefined,undefined,undefined,undefined,undefined,undefined,true,"[""SMPTE.ST2067-202.2022""]",false,undefined,undefined,smpte-35pm-tc,"[""IMF""]","[""SMPTE.ST377-1.2011"",""SMPTE.ST377-1.2011Am1.2012"",""SMPTE.ST377-1.2011Am2.2012"",""SMPTE.ST379-2.2010"",""SMPTE.ST429-17.2017"",""SMPTE.RP2057.2011"",""SMPTE.RP2057.2011Am1.2013"",""SMPTE.ST2067-2.2016"",""SMPTE.ST2067-3.2016"",""SMPTE.ST2067-5.2013"",""SMPTE.ST2067-5.2013Am1.2016"",""W3C.xml.20040204"",""W3C.xmlschema-1.20041028"",""W3C.xmlschema-2.20041028"",""ISO.10646.2017""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,47,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20181012-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RDD48.2018,SMPTE RDD 48:2018,MXF Archive and Preservation Format Registered Disclosure Document,Registered Disclosure Document,10.5594/SMPTE.RDD48.2018,https://doi.org/10.5594/SMPTE.RDD48.2018,2018-12-03,SMPTE,https://pub.smpte.org/doc/rdd48/20181203-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,true,"[""SMPTE.RDD48.2018Am1.2022""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,48,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20181203-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
